b0,b1,b2,b3,b4,b5,b6,b7
9E,D3,DF,0D,84,64,52,18
6A,13,E0,83,FC,3D,58,3E
EA,D4,DF,0D,84,64,46,18
50,14,E0,83,FC,3D,58,3E
52,AA,31,01,00,00,0E,01
32,15,A0,83,FC,3D,58,3E
A4,D5,DF,0D,84,64,40,18
A1,16,A0,83,FC,3D,58,3E
73,D6,DF,CD,83,64,3A,18
52,AC,00,00,76,FD,0E,01
31,17,E0,83,FC,3D,58,3E
66,D7,DF,CD,83,64,3A,18
67,05,00,00,1C,6E,05,02
52,AD,00,00,1C,6E,05,02
58,D8,DF,CD,83,64,38,18
B5,28,E0,83,FC,3D,58,3E
3C,06,00,00,1C,6E,05,02
52,AE,00,00,1C,6E,05,02
7E,D9,DF,CD,83,64,36,18
65,29,E0,83,FC,3D,58,3E
AE,07,00,00,1C,6E,05,02
52,AF,40,01,1C,6E,05,02
63,2A,E0,83,FC,3D,58,3E
19,DA,DF,CD,83,64,32,18
D9,08,00,00,1C,6E,05,02
52,A0,00,00,00,25,36,01
9E,2B,A0,83,FC,39,58,3E
58,DB,DF,CD,83,64,28,18
6D,DC,DF,CD,83,64,1E,18
83,3C,A0,83,FC,39,58,3E
73,3D,A0,83,FC,39,58,3E
12,DD,DF,CD,83,64,14,18
52,A3,BF,01,90,1A,00,00
F8,3E,A0,83,FC,39,58,3E
9D,DE,DF,8D,83,64,14,18
26,3F,A0,83,FC,39,58,3E
17,DF,DF,CD,83,64,10,18
52,A4,00,00,83,64,10,18
EF,30,A0,83,FC,39,58,3E
42,D0,DF,8D,83,64,10,18
52,A5,00,00,83,64,10,18
B4,D1,DF,8D,83,64,0A,18
67,31,A0,83,FC,39,58,3E
44,D2,DF,8D,83,64,08,18
13,32,A0,83,FC,39,58,3E
52,A7,39,01,FC,39,58,3E
B0,D3,DF,8D,83,64,F2,17
92,33,A0,83,FC,39,58,3E
B7,44,A0,83,FC,39,58,3E
FC,D4,DF,8D,83,64,E2,17
52,A9,00,00,D9,05,ED,05
CC,45,A0,83,FC,39,58,3E
BD,D5,DF,8D,83,64,D4,17
52,AA,42,01,88,80,0C,80
5F,46,A0,83,FC,39,58,3E
8D,D6,DF,8D,83,64,D4,17
52,AB,42,01,FA,00,FC,00
14,D7,DF,8D,83,64,CE,17
D6,47,A0,83,FC,39,58,3E
55,05,00,00,1B,6E,05,02
12,D8,DF,8D,83,64,C8,17
9B,48,A0,83,FC,39,58,3E
0E,06,00,00,1B,6E,05,02
10,D9,DF,8D,83,64,C0,17
4B,49,A0,83,FC,39,58,3E
52,AE,BD,01,00,00,5E,FF
9C,07,00,00,1B,6E,05,02
4D,4A,A0,83,FC,39,58,3E
89,DA,DF,8D,83,64,B4,17
52,AF,BD,01,4B,00,5A,08
EB,08,00,00,1B,6E,05,02
FF,DB,DF,8D,83,64,9A,17
23,4B,A0,83,FC,39,58,3E
AE,09,00,00,1A,6E,05,02
9C,4C,A0,83,FC,39,58,3E
B5,DC,DF,8D,83,64,94,17
12,DD,DF,8D,83,64,8A,17
6C,4D,A0,83,FC,39,58,3E
2C,DE,DF,8D,83,64,90,17
52,A3,00,01,4B,00,5A,08
3D,DF,BF,8D,83,64,92,17
52,A4,00,00,38,00,11,01
73,0D,00,00,19,6E,05,02
52,A6,00,00,4D,01,4E,01
A9,0F,00,00,19,6E,05,02
A1,22,60,83,FC,31,58,3E
B9,D2,BF,0D,83,64,92,17
52,A7,00,00,4D,01,4E,01
B3,00,00,00,18,6E,05,02
74,23,20,83,FC,29,58,3E
64,D3,BF,CD,82,64,86,17
52,A8,81,01,FB,00,03,00
5C,01,00,00,18,6E,05,02
B3,D4,FF,8D,82,64,7C,17
4E,24,20,83,FC,29,58,3E
52,A9,81,01,02,00,00,30
94,02,00,00,17,6E,05,02
EE,D5,FF,4D,82,64,74,17
E2,25,A0,82,FC,25,58,3E
52,AA,00,00,AF,C2,CA,0F
B1,03,00,00,17,6E,05,02
BA,26,60,82,FC,25,48,3E
7D,D6,DF,4D,82,64,70,17
12,04,00,00,16,6E,05,02
B9,27,60,82,FC,21,48,3E
D9,D7,DF,0D,82,64,6A,17
52,AC,7E,01,BF,02,CB,0F
E9,05,00,00,16,6E,05,02
C6,28,20,82,FC,1D,48,3E
30,D8,DF,CD,81,64,64,17
52,AD,7E,01,00,00,40,01
6A,06,00,00,15,6E,05,02
C1,29,E0,81,FC,1D,48,3E
0A,D9,DF,CD,81,64,68,17
F8,07,00,00,15,6E,05,02
4D,2A,E0,81,FC,19,48,3E
3C,DA,DF,8D,81,64,66,17
8F,08,00,00,15,6E,05,02
45,DB,DF,4D,81,64,44,17
8B,2B,A0,81,FC,15,48,3E
CA,09,00,00,14,6E,05,02
34,2C,A0,81,FC,15,48,3E
B9,DC,DF,4D,81,64,36,17
B6,0A,00,00,14,6E,05,02
23,DD,DF,0D,81,64,28,17
A2,2D,60,81,FC,0D,48,3E
52,A2,00,00,00,00,E2,79
DF,0B,00,00,3D,6E,05,02
30,2E,20,81,FC,0D,48,3E
4C,DE,DF,CD,80,64,1C,17
12,0C,00,00,3F,6E,05,02
64,2F,20,81,FC,09,48,3E
92,DF,DF,8D,80,64,16,17
63,20,E0,80,FC,05,48,3E
99,D0,DF,4D,80,64,10,17
E3,D1,DF,4D,80,64,10,17
EB,21,E0,80,FC,05,48,3E
C5,12,A0,80,FC,01,48,3E
16,D2,DF,0D,80,64,16,17
6F,13,60,80,FC,01,48,3E
09,D3,BF,0D,80,64,FA,16
52,A8,00,00,40,6E,05,02
55,14,60,80,FC,01,48,3E
6E,D4,BF,0D,80,64,DC,16
52,A9,00,00,40,6E,05,02
2E,15,60,80,FC,01,48,3E
1A,D5,BF,0D,80,64,BC,16
BD,16,60,80,FC,01,48,3E
BA,D6,BF,0D,80,64,A4,16
2D,17,20,80,FC,01,48,3E
30,D7,BF,0D,80,64,8C,16
67,D8,BF,4D,80,64,80,16
79,18,60,80,FC,01,48,3E
3F,D9,BF,0D,80,64,76,16
A9,19,60,80,FC,01,48,3E
52,AD,00,01,FC,01,48,3E
AF,1A,60,80,FC,01,48,3E
79,DA,BF,4D,80,64,70,16
52,AE,00,01,80,64,70,16
86,1B,60,80,FC,FD,47,3E
2E,DB,BF,0D,80,64,5C,16
52,AF,00,00,80,64,5C,16
55,DC,BF,CD,7F,64,44,16
E9,2C,20,80,FC,FD,47,3E
52,A0,00,00,FC,FD,47,3E
10,DD,BF,CD,7F,64,28,16
52,2D,E0,7F,FC,FD,47,3E
52,A1,83,01,88,80,0C,80
92,DB,2E,00,42,6E,06,1A
E5,DE,BF,CD,7F,64,14,16
64,4E,E0,7F,FC,FD,47,3E
77,4F,E0,7F,FC,05,48,3E
52,DF,BF,CD,7F,64,10,16
45,D0,BF,4D,80,64,F8,15
1C,50,E0,7F,FC,05,48,3E
DC,DE,2E,00,43,6E,06,1A
E8,D1,BF,8D,80,64,E0,15
C6,51,20,82,FC,09,48,3E
0C,DF,2E,00,44,6E,06,1A
65,52,20,84,FC,09,48,3E
38,D2,9F,8D,80,64,CC,15
BB,D0,2E,00,44,6E,06,1A
29,D3,9F,8D,80,64,BC,15
E4,53,20,84,FC,09,48,3E
76,54,E0,83,FC,09,48,3E
49,D4,9F,8D,80,63,C0,15
55,D2,2E,00,44,6E,06,1A
18,D6,7F,8D,80,63,EE,15
7E,D4,2E,00,44,6E,06,1A
17,57,E0,83,FC,09,48,3E
1D,D7,7F,8B,80,63,0E,16
85,D5,2E,00,44,6E,06,1A
5A,58,E0,83,FC,09,48,3E
D0,D8,7F,8B,80,63,2E,16
DE,D6,2E,00,44,6E,06,1A
B8,59,E0,84,FC,05,48,3E
23,D9,7F,4B,80,63,5A,16
4C,D7,2E,00,44,6E,06,1A
B1,4A,E0,84,FD,05,48,3E
93,DA,7F,4B,80,63,7A,16
3B,D8,2E,00,44,6E,06,1A
ED,4B,20,86,FD,09,48,3E
E1,DB,7F,8B,80,63,AC,16
D3,D9,2E,00,44,6E,06,1A
D1,DC,9F,4B,80,62,A6,16
C8,4C,E0,86,FD,05,48,3E
AF,DA,2E,00,44,6E,06,1A
03,4D,E0,86,FD,0D,48,3E
15,DD,9F,8B,80,62,BE,16
52,A1,00,00,D9,00,E0,00
0D,DB,2E,00,44,6E,06,1A
DC,4E,E0,87,FD,0D,48,3E
77,DE,9F,CB,80,62,FC,16
52,A2,00,00,81,04,00,00
A7,DC,2E,00,44,6E,05,1A
02,4F,E0,87,FD,0D,48,3E
99,DF,9F,CB,80,62,22,17
52,A3,3E,01,E6,00,02,00
C4,DD,2E,00,44,6E,05,1A
C8,D0,9F,CB,80,61,66,17
56,40,E0,88,FD,0D,58,3E
52,A4,3E,01,00,00,D0,00
FC,DE,2E,00,44,6E,05,1A
A4,D1,3F,CC,80,61,A6,17
B8,41,60,89,FD,0D,58,3E
1E,DF,2E,00,44,6E,05,1A
0B,42,60,89,FD,11,58,3E
0D,D2,3F,CC,80,61,F8,17
A9,D0,2E,00,44,6E,05,1A
A0,D3,3F,CC,80,61,5E,18
66,43,A0,89,FD,0D,58,3E
46,D1,2E,00,44,6E,05,1A
4E,D4,3F,CC,80,60,B8,18
8D,34,20,8A,FD,0D,58,3E
47,D2,2E,00,44,6E,05,1A
CE,35,20,8A,FE,0D,48,3E
63,D5,3F,CC,80,60,02,19
52,A9,00,00,0C,00,05,14
62,D3,2E,00,44,6E,05,1A
23,D6,5F,CE,80,5F,4A,19
44,36,60,8A,FE,0D,48,3E
5E,D4,2E,00,43,6E,05,1A
FB,D7,5F,CE,80,5F,CA,19
E6,37,A0,8A,FE,0D,48,3E
A5,D5,2E,00,43,6E,05,1A
09,28,A0,8A,FE,0D,48,3E
73,D8,5F,CE,80,5E,3E,1A
FE,D6,2E,00,43,6E,05,1A
66,D9,5F,CE,80,5E,C0,1A
C0,29,E0,8A,FE,0D,48,3E
6C,D7,2E,00,43,6E,05,1A
AF,DA,3F,0E,81,5E,36,1B
B7,1A,20,8B,FE,11,48,3E
1B,D8,2E,00,43,6E,05,1A
14,DB,BF,CE,80,5E,8C,1B
07,1B,60,8B,FE,0D,48,3E
52,AF,00,00,8B,0F,74,7A
F3,D9,2E,00,43,6E,05,1A
1A,0C,60,8B,FE,0D,48,3E
D3,DC,BF,CE,80,5D,D8,1B
A3,DD,DF,CE,80,5D,1A,1C
C1,0D,A0,8B,FE,0D,48,3E
9F,0B,00,00,41,6E,05,02
71,0E,20,8C,FE,09,48,3E
54,DE,DF,8E,80,5C,9A,1C
27,0C,00,00,41,6E,05,02
52,A2,FF,01,41,6E,05,02
48,0F,60,8C,FE,09,38,3E
7A,DF,FF,8E,80,5C,FC,1C
44,0D,00,00,41,6E,05,02
52,A3,00,00,41,6E,05,02
30,00,60,8C,FE,05,38,3E
EA,D0,9F,8E,80,5B,7A,1D
47,D2,FF,4E,80,5A,80,1E
2D,D2,9F,8B,FE,05,38,3E
52,A6,00,00,00,3D,83,00
77,D3,FF,0E,80,5A,F2,1E
A0,D3,5F,8B,FF,01,38,3E
C3,D4,3F,0F,80,5A,8A,1F
FC,D4,DF,8A,FF,01,38,3E
99,D5,5F,8A,FF,49,28,3E
B1,D5,1F,CF,7F,5A,12,20
89,D6,3F,4F,84,59,88,20
1B,C6,9F,84,FF,45,28,3E
52,A9,00,00,FF,45,28,3E
66,D7,5F,0F,84,59,D6,20
18,C7,9F,84,FF,41,28,3E
52,AA,03,01,FF,41,28,3E
B2,D8,5F,8F,83,5A,7C,20
45,98,1F,84,FF,39,28,3E
52,AB,03,01,FF,39,28,3E
B2,99,9F,83,FE,31,28,3E
24,D9,3F,0F,83,5A,7E,20
52,AC,00,00,83,5A,7E,20
37,1A,5F,83,FE,0D,28,3E
66,DA,DF,CF,80,5B,90,20
12,1B,DF,80,FE,09,18,3E
8F,DB,DF,CF,80,5B,96,20
A4,1C,5F,80,FE,01,18,3E
CA,DC,DF,0F,80,5B,94,20
ED,DD,DF,CF,7E,5B,9E,20
65,1D,5F,80,FE,ED,17,3E
52,A0,00,00,2C,01,18,01
1B,0E,DF,7E,FE,E1,07,3E
68,DE,DF,4F,7E,5C,AA,20
6D,0F,5F,7E,FE,D1,07,3E
02,DF,DF,0F,7D,5C,AA,20
7D,D0,DF,8F,7C,5C,78,20
BC,F0,1E,7D,FD,C9,07,3E
A4,0E,00,00,42,6E,05,02
E3,F1,9E,7C,FD,C5,07,3E
19,D1,DF,4F,7C,5C,24,20
52,A4,00,00,00,00,0B,00
EB,0F,00,00,43,6E,05,02
94,E2,5E,7C,FD,C1,07,3E
E7,D2,BF,0F,7C,5D,D4,1F
52,A5,00,00,38,00,19,02
6E,00,00,00,44,6E,05,02
3D,D3,BF,0F,7C,5D,82,1F
0C,E3,1E,7C,FD,C1,07,3E
81,01,00,00,44,6E,05,02
47,E4,1E,7C,FC,BD,07,3E
E9,D4,9F,CF,7B,5D,3C,1F
2D,02,00,00,45,6E,05,02
94,E5,DE,7B,FC,BD,07,3E
AC,D5,7F,CF,7B,5D,14,1F
08,03,00,00,45,6E,05,02
44,D6,DE,7B,FC,B9,07,3E
86,D6,7F,8F,7B,5E,B6,1E
DE,04,00,00,46,6E,05,02
CD,D7,DE,7B,FC,B9,07,3E
1B,D7,7F,8F,7B,5E,68,1E
88,05,00,00,47,6E,05,02
8A,C8,9E,7B,FC,B5,07,3E
BD,D8,5F,8F,7B,5F,16,1E
D3,06,00,00,47,6E,05,02
5A,C9,9E,7B,FC,B5,07,3E
BD,D9,FF,4E,7B,5F,C6,1D
52,AC,7E,01,8D,00,88,00
88,07,00,00,48,6E,05,02
FD,CA,5E,7B,FC,B1,07,3E
EF,DA,DF,4E,7B,5F,78,1D
52,AD,7E,01,82,15,00,00
FF,08,00,00,48,6E,05,02
93,CB,5E,7B,FC,B1,07,3E
D8,DB,BF,0E,7B,5F,26,1D
52,AE,00,00,68,00,03,00
DE,09,00,00,47,6E,05,02
18,BC,1E,7B,FB,B1,07,3E
C7,DC,BF,0E,7B,60,D6,1C
52,AF,00,00,00,00,80,00
A2,0A,00,00,47,6E,05,02
01,DD,9F,0E,7B,60,7C,1C
2F,BD,1E,7B,FB,AD,07,3E
00,0B,00,00,47,6E,05,02
F7,DE,7F,CE,7A,60,1C,1C
A4,BE,1E,7B,FB,AD,07,3E
52,A1,37,01,00,00,80,00
B8,0C,00,00,47,6E,05,02
AA,DF,5F,CE,7A,60,C2,1B
7A,BF,1E,7B,FB,AD,07,3E
DB,0D,00,00,47,6E,05,02
E4,A0,DE,7A,FB,A9,07,3E
D9,D0,5F,CE,7A,61,78,1B
52,A3,00,00,16,00,00,00
E3,0E,00,00,47,6E,05,02
6C,A1,DE,7A,FB,A9,07,3E
A0,D1,3F,CE,7A,61,30,1B
01,0F,00,00,47,6E,05,02
18,A2,DE,7A,FB,A9,07,3E
B3,D2,1F,8E,7A,61,EA,1A
B6,00,00,00,47,6E,05,02
99,A3,DE,7A,FB,A9,07,3E
01,D3,FF,8D,7A,61,BA,1A
59,01,00,00,47,6E,05,02
BA,A4,9E,7A,FB,A9,07,3E
9D,D4,FF,8D,7A,62,68,1A
58,02,00,00,47,6E,05,02
70,A5,9E,7A,FB,A5,07,3E
F5,D5,FF,8D,7A,62,0A,1A
41,A7,5E,7A,FB,A5,07,3E
D5,D7,FF,4D,7A,62,66,19
52,AA,FF,01,0F,00,7A,3F
25,05,00,00,46,6E,05,02
85,B8,9E,7A,FB,A5,07,3E
E7,D8,FF,4D,7A,63,28,19
52,AB,FF,01,8D,0F,74,7A
7E,06,00,00,46,6E,05,02
55,B9,9E,7A,FB,A5,07,3E
6B,D9,FF,4D,7A,63,DE,18
EC,07,00,00,46,6E,05,02
78,BA,5E,7A,FB,A5,07,3E
39,DA,FF,4D,7A,63,8C,18
9B,08,00,00,46,6E,05,02
52,AD,00,00,46,6E,05,02
16,BB,5E,7A,FB,A5,07,3E
7E,DB,FF,4D,7A,63,30,18
73,09,00,00,46,6E,05,02
52,AE,31,01,46,6E,05,02
56,CC,5E,7A,FB,A5,17,3E
EF,DC,1F,4E,7A,63,DE,17
0F,0A,00,00,46,6E,05,02
52,AF,31,01,46,6E,05,02
65,DD,BF,0D,7A,63,9E,17
CC,CD,5E,7A,FB,A1,07,3E
AD,0B,00,00,46,6E,05,02
A7,CE,5E,7A,FB,A1,17,3E
A3,DE,BF,0D,7A,63,52,17
15,0C,00,00,46,6E,05,02
7A,DF,BF,CD,7A,63,02,17
42,CF,5E,7A,FB,A9,17,3E
52,A1,00,00,FB,A9,17,3E
29,D0,5E,7A,FB,A9,17,3E
B0,D0,BF,8D,7A,63,AC,16
52,A2,00,00,7A,63,AC,16
84,0E,00,00,45,6E,06,02
C4,D1,BF,8D,7B,63,44,16
E5,D1,DE,7A,FB,B9,17,3E
52,A3,40,01,FB,B9,17,3E
15,E2,9E,7B,FB,B9,17,3E
96,D2,DF,8D,7B,64,EC,15
52,A4,40,01,7B,64,EC,15
FD,D3,DF,8D,7C,64,90,15
48,E3,9E,7B,FB,C5,17,3E
66,04,9F,7C,FB,E9,17,3E
66,D4,BF,8D,7E,64,42,15
52,A6,00,00,F0,93,00,89
1D,05,9F,7C,FB,E9,17,3E
C3,D5,5F,8D,7E,64,FC,14
C9,16,9F,7E,FB,F1,17,3E
3C,D6,9F,0C,80,64,BA,14
E8,D7,3F,0C,80,64,74,14
40,17,9F,7E,FB,F1,17,3E
00,38,1F,7F,FB,F1,17,3E
FE,D8,DF,0B,82,64,1E,14
D0,39,1F,7F,FB,F1,17,3E
B0,D9,9F,CB,81,64,E2,13
52,AB,33,01,00,00,7C,00
D1,07,00,00,44,6E,09,02
E1,5A,1F,7F,FB,F5,17,3E
2D,DA,7F,4B,83,64,B8,13
A6,08,00,00,44,6E,09,02
EB,DB,5F,4B,83,64,A0,13
8F,5B,1F,7F,FB,F5,17,3E
4E,09,00,00,44,6E,09,02
DE,8C,5F,7F,FB,F5,17,3E
44,DC,5F,CB,83,64,86,13
32,0A,00,00,44,6E,09,02
E8,DD,5F,CB,83,64,6C,13
2E,8D,5F,7F,FB,F5,17,3E
52,AF,C0,01,FF,FE,FF,FF
D7,DE,3F,4B,84,64,50,13
7F,AE,5F,7F,FB,F9,17,3E
A1,AF,5F,7F,FB,F9,17,3E
36,DF,3F,4B,84,64,38,13
79,0D,00,00,43,6E,09,02
D6,D0,9F,7F,FB,FD,17,3E
89,D0,3F,8B,84,64,20,13
41,0E,00,00,43,6E,09,02
5E,D1,9F,7F,FB,FD,17,3E
8E,D1,3F,8B,84,64,FC,12
B1,0F,00,00,43,6E,0A,02
9A,D2,1F,CB,85,64,DE,12
1F,F2,DF,7F,FB,01,18,3E
06,00,00,00,43,6E,0A,02
4F,D3,1F,CB,85,64,B8,12
AC,F3,DF,7F,FC,01,18,3E
E9,01,00,00,43,6E,0A,02
66,14,20,80,FC,09,18,3E
A1,D4,1F,8B,86,64,94,12
52,A6,00,00,10,01,0C,01
45,02,00,00,42,6E,0A,02
1D,15,20,80,FC,09,18,3E
74,D5,1F,8B,86,64,7E,12
52,A7,30,01,CB,00,03,00
60,03,00,00,42,6E,0A,02
9A,36,A0,80,FC,11,18,3E
2C,D6,FF,8A,86,64,64,12
52,A8,30,01,82,05,00,00
6E,04,00,00,42,6E,0A,02
13,37,A0,80,FC,11,18,3E
9E,D7,FF,8A,86,64,48,12
52,A9,00,00,4F,44,D1,0F
AD,48,20,81,FC,15,18,3E
4D,D8,FF,0A,87,64,2C,12
7D,49,20,81,FC,15,18,3E
4F,D9,FF,0A,87,64,24,12
5C,07,00,00,42,6E,0A,02
FB,5A,60,81,FC,1D,18,3E
98,DA,DF,0A,87,64,16,12
58,7C,E0,81,FC,21,18,3E
E0,DC,DF,0A,87,64,FC,11
67,0A,00,00,41,6E,0A,02
B1,7D,A0,81,FC,21,18,3E
CB,DD,DF,0A,87,64,F8,11
C5,0B,00,00,41,6E,0A,02
DB,DE,DF,CA,86,64,F4,11
E2,8E,20,82,FC,25,18,3E
7D,0C,00,00,41,6E,0A,02
3C,8F,20,82,FC,25,18,3E
70,DF,DF,CA,86,64,F2,11
1E,0D,00,00,41,6E,0A,02
75,90,60,82,FC,2D,18,3E
46,D0,DF,4A,86,64,F4,11
26,0E,00,00,41,6E,0A,02
77,91,60,82,FC,29,18,3E
BE,D1,BF,4A,86,64,F4,11
C4,0F,00,00,41,6E,0A,02
65,92,A0,82,FC,31,18,3E
B8,D2,BF,CA,85,64,F8,11
73,00,00,00,41,6E,0A,02
E4,93,A0,82,FC,31,18,3E
73,D3,BF,CA,85,64,FE,11
9C,01,00,00,41,6E,0A,02
84,A4,E0,82,FC,35,18,3E
25,D4,BF,CA,84,64,06,12
30,02,00,00,40,6E,0A,02
FF,A5,E0,82,FC,35,18,3E
53,D5,BF,CA,84,64,04,12
15,03,00,00,40,6E,0A,02
52,A7,00,00,40,6E,0A,02
A2,A6,20,83,FC,39,18,3E
21,D6,BF,4A,84,64,00,12
1B,04,00,00,40,6E,0A,02
52,A8,00,00,40,6E,0A,02
58,D7,BF,4A,84,64,0A,12
9A,A7,20,83,FC,35,18,3E
E0,05,00,00,40,6E,0A,02
DD,B8,60,83,FC,39,18,3E
EA,D8,BF,4A,84,64,12,12
BB,06,00,00,40,6E,0A,02
B9,D9,BF,8A,83,64,1C,12
0D,B9,60,83,FC,39,18,3E
29,07,00,00,40,6E,0A,02
0B,BA,60,83,FC,39,18,3E
41,DA,BF,8A,83,64,30,12
C6,08,00,00,3F,6E,0A,02
29,DB,BF,4A,83,64,42,12
5E,BB,60,83,FC,31,18,3E
2E,09,00,00,3F,6E,0A,02
BE,DC,BF,0A,83,64,5C,12
52,AD,00,00,83,64,5C,12
E1,BC,60,83,FC,31,18,3E
52,0A,00,00,3F,6E,0A,02
FC,DD,BF,CA,82,64,72,12
82,BD,20,83,FD,2D,08,3E
F0,0B,00,00,3F,6E,0A,02
45,DE,BF,CA,82,64,86,12
52,AF,BD,01,82,64,86,12
48,0C,00,00,3F,6E,0A,02
80,AF,E0,82,FD,29,08,3E
3C,DF,BF,8A,82,64,A0,12
52,A0,00,00,82,64,A0,12
86,0D,00,00,3E,6E,0A,02
E1,A0,A0,82,FD,25,08,3E
70,D0,BF,8A,82,64,A6,12
BE,0E,00,00,3E,6E,0A,02
89,D1,BF,4A,82,64,B0,12
69,A1,A0,82,FD,25,08,3E
5C,0F,00,00,3E,6E,0A,02
2D,D2,BF,4A,82,64,BC,12
52,A3,33,01,00,13,00,00
EB,00,00,00,3E,6E,0A,02
71,D3,BF,0A,82,64,C4,12
3D,A3,60,82,FD,21,08,3E
52,A4,00,00,26,02,21,00
DC,01,00,00,3D,6E,0A,02
1E,A4,20,82,FD,21,08,3E
89,D4,BF,0A,82,64,CA,12
DD,02,00,00,3D,6E,0A,02
6E,D5,DF,CA,81,64,D2,12
99,A5,E0,81,FD,1D,08,3E
52,A6,C1,01,00,00,6A,00
1F,05,00,00,3D,6E,09,02
8D,98,E0,81,FD,19,08,3E
BB,D8,DF,8A,81,64,F2,12
E9,06,00,00,3C,6E,09,02
5D,99,E0,81,FD,19,08,3E
B9,D9,DF,8A,81,64,FA,12
52,AA,3E,01,00,00,A1,FF
7B,07,00,00,3C,6E,09,02
42,9A,A0,81,FD,19,08,3E
DE,DA,DF,8A,81,64,FE,12
0C,08,00,00,3C,6E,09,02
C6,DB,DF,4A,81,64,02,13
9D,9B,A0,81,FD,15,08,3E
E4,09,00,00,3C,6E,09,02
80,8C,A0,81,FD,15,08,3E
C4,DC,DF,4A,81,64,00,13
CC,0A,00,00,13,6E,09,02
EF,DD,DF,4A,81,64,04,13
60,8D,A0,81,FD,21,08,3E
6E,0B,00,00,13,6E,09,02
60,DE,DF,0A,82,64,10,13
16,CE,60,81,FD,21,08,3E
D6,0C,00,00,13,6E,09,02
54,DF,DF,CA,81,64,16,13
E3,CF,60,81,FD,1D,08,3E
52,A0,00,00,85,01,86,01
B5,0D,00,00,13,6E,09,02
50,D0,DF,CA,81,64,1C,13
B9,C0,E0,81,FD,25,08,3E
52,A1,00,00,82,03,00,00
BF,0E,00,00,14,6E,09,02
BF,D1,DF,4A,82,64,28,13
80,C1,E0,81,FD,29,08,3E
5D,0F,00,00,14,6E,09,02
7A,E2,A0,82,FD,29,08,3E
FB,D2,DF,4A,82,64,34,13
52,A3,00,00,0F,00,2C,01
EA,00,00,00,14,6E,09,02
FB,E3,A0,82,FD,29,08,3E
07,D3,DF,8A,82,64,3A,13
05,01,00,00,14,6E,09,02
C1,E4,A0,82,FD,29,08,3E
0C,D4,DF,4A,82,64,2A,13
04,02,00,00,14,6E,09,02
AD,D5,DF,8A,82,64,30,13
BA,E5,A0,82,FD,29,08,3E
21,03,00,00,14,6E,09,02
98,E6,A0,82,FD,25,08,3E
92,D6,DF,4A,82,64,3C,13
2F,04,00,00,14,6E,09,02
31,D7,DF,4A,82,64,40,13
11,E7,A0,82,FD,25,08,3E
D4,05,00,00,14,6E,09,02
BE,D8,60,82,FD,25,08,3E
CB,D8,DF,4A,82,64,54,13
81,06,00,00,14,6E,08,02
AA,D9,DF,4A,82,64,66,13
6E,D9,60,82,FD,25,08,3E
13,07,00,00,14,6E,08,02
E2,DA,60,82,FD,21,08,3E
2D,DA,DF,4A,82,64,72,13
64,08,00,00,14,6E,08,02
8C,DB,60,82,FD,21,08,3E
82,DB,DF,0A,82,64,88,13
8C,09,00,00,14,6E,08,02
9C,DC,DF,CA,81,64,A0,13
BC,BC,20,82,FD,1D,08,3E
F0,0A,00,00,14,6E,08,02
C6,BD,20,82,FD,19,08,3E
F0,DD,DF,CA,81,64,98,13
52,AE,00,00,8E,0F,74,7A
52,0B,00,00,14,6E,08,02
B0,9E,20,82,FD,15,F8,3D
70,DE,DF,4A,81,64,94,13
21,0C,00,00,3D,6E,08,02
53,DF,FF,4A,81,64,A0,13
6E,9F,20,82,FD,15,F8,3D
54,60,60,81,FD,11,F8,3D
5D,D0,FF,0A,81,64,9E,13
BF,0E,00,00,3B,6E,07,02
9C,D1,FF,0A,81,64,B0,13
DC,61,60,81,FD,11,F8,3D
52,A2,83,01,3B,6E,07,02
BF,52,20,81,FD,0D,F8,3D
E2,D2,FF,0A,81,64,CA,13
EA,00,00,00,3B,6E,07,02
52,A3,83,01,3B,6E,07,02
E7,D3,FF,CA,80,64,CA,13
3E,53,20,81,FD,0D,F8,3D
05,01,00,00,3B,6E,07,02
52,A4,00,00,0C,64,20,00
E3,D4,FF,CA,80,64,D6,13
7B,54,E0,80,FD,0D,F8,3D
0A,02,00,00,3B,6E,06,02
52,A5,7C,01,00,25,9C,01
00,55,E0,80,FD,0D,F8,3D
E5,D5,FF,CA,80,64,DC,13
2F,03,00,00,3B,6E,06,02
E2,D6,FF,CA,80,64,E8,13
BB,46,E0,80,FD,09,F8,3D
21,04,00,00,3B,6E,06,02
E1,D7,FF,8A,80,64,DE,13
32,47,E0,80,FD,09,F8,3D
77,05,00,00,3A,6E,06,02
7F,48,E0,80,FD,09,F8,3D
98,D8,FF,8A,80,64,E0,13
2C,06,00,00,3A,6E,06,02
AF,49,E0,80,FD,09,F8,3D
A2,D9,FF,8A,80,64,EC,13
52,A9,20,01,80,64,EC,13
AC,07,00,00,3A,6E,05,02
B6,3A,E0,80,FD,09,F8,3D
49,DA,FF,8A,80,64,F2,13
52,AA,20,01,F0,EF,80,88
DB,08,00,00,3A,6E,05,02
70,3B,A0,80,FD,05,F8,3D
97,DB,FF,4A,80,64,FC,13
97,0A,00,00,39,6E,05,02
B0,DD,FF,4A,80,64,18,14
14,3D,60,80,FD,05,F8,3D
35,0B,00,00,39,6E,05,02
15,3E,60,80,FD,01,F8,3D
26,DE,FF,4A,80,64,1E,14
9F,0C,00,00,39,6E,06,02
CB,3F,60,80,FD,01,F8,3D
